# FRAME,TRACK_ID,MATCH_STATUS,ASSIGNED,TRACK_DISTANCE,DELTA_AREA,X0,Y0,X1,Y1,XC,YC,AREA,SPEED,ASPECT_RATIO
1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1182.000000,369.000000,1237.000000,543.000000,2391.500000,825.000000,5280.000000,0.000000,0.000000
1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,574.000000,348.000000,679.000000,447.000000,1200.500000,745.500000,2994.500000,0.000000,0.000000
1.000000,2.000000,0.000000,1.000000,0.000000,0.000000,786.000000,239.000000,823.000000,350.000000,1590.500000,533.500000,2641.000000,0.000000,0.000000
1.000000,3.000000,0.000000,1.000000,0.000000,0.000000,675.000000,0.000000,785.000000,128.000000,1405.000000,64.000000,7189.500000,0.000000,0.000000
2.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1182.000000,375.000000,1238.000000,548.000000,2392.000000,836.500000,5289.000000,0.000000,0.000000
2.000000,1.000000,0.000000,1.000000,0.000000,0.000000,563.000000,357.000000,671.000000,452.000000,1180.000000,761.500000,2961.500000,0.000000,0.000000
2.000000,2.000000,0.000000,1.000000,0.000000,0.000000,786.000000,237.000000,823.000000,346.000000,1590.500000,528.500000,2633.500000,0.000000,0.000000
2.000000,3.000000,0.000000,1.000000,0.000000,0.000000,672.000000,5.000000,782.000000,152.000000,1399.000000,83.500000,7227.500000,0.000000,0.000000
3.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1182.000000,378.000000,1237.000000,553.000000,2391.500000,843.500000,5218.500000,0.000000,0.000000
3.000000,1.000000,0.000000,1.000000,0.000000,0.000000,553.000000,365.000000,663.000000,461.000000,1161.000000,778.000000,2948.000000,0.000000,0.000000
3.000000,2.000000,0.000000,1.000000,0.000000,0.000000,787.000000,235.000000,824.000000,342.000000,1592.500000,523.500000,2619.500000,0.000000,0.000000
3.000000,3.000000,0.000000,1.000000,0.000000,0.000000,666.000000,10.000000,780.000000,154.000000,1389.000000,92.000000,7262.000000,0.000000,0.000000
4.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1182.000000,381.000000,1238.000000,558.000000,2392.000000,850.500000,5255.000000,0.000000,0.000000
4.000000,1.000000,0.000000,1.000000,0.000000,0.000000,545.000000,374.000000,657.000000,464.000000,1146.000000,793.000000,2969.500000,0.000000,0.000000
4.000000,2.000000,0.000000,1.000000,0.000000,0.000000,788.000000,233.000000,825.000000,339.000000,1594.500000,519.000000,2620.500000,0.000000,0.000000
4.000000,3.000000,0.000000,1.000000,0.000000,0.000000,661.000000,15.000000,778.000000,155.000000,1380.500000,100.000000,7259.500000,0.000000,0.000000
5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1182.000000,385.000000,1237.000000,563.000000,2391.500000,859.000000,5334.000000,0.000000,0.000000
5.000000,1.000000,0.000000,1.000000,0.000000,0.000000,535.000000,382.000000,649.000000,471.000000,1127.000000,808.500000,3025.000000,0.000000,0.000000
5.000000,2.000000,0.000000,1.000000,0.000000,0.000000,789.000000,223.000000,825.000000,336.000000,1596.000000,502.500000,2598.500000,0.000000,0.000000
5.000000,3.000000,0.000000,1.000000,0.000000,0.000000,658.000000,19.000000,778.000000,159.000000,1376.000000,108.000000,7252.000000,0.000000,0.000000
6.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1183.000000,391.000000,1237.000000,568.000000,2393.000000,870.500000,5284.000000,0.000000,0.000000
6.000000,1.000000,0.000000,1.000000,0.000000,0.000000,526.000000,388.000000,642.000000,473.000000,1110.000000,818.500000,3026.500000,0.000000,0.000000
6.000000,2.000000,0.000000,1.000000,0.000000,0.000000,789.000000,216.000000,826.000000,333.000000,1596.500000,490.500000,2644.000000,0.000000,0.000000
6.000000,3.000000,0.000000,1.000000,0.000000,0.000000,654.000000,24.000000,776.000000,166.000000,1369.000000,119.000000,7328.500000,0.000000,0.000000
7.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1183.000000,397.000000,1237.000000,574.000000,2393.000000,882.500000,5377.000000,0.000000,0.000000
7.000000,1.000000,0.000000,1.000000,0.000000,0.000000,518.000000,394.000000,634.000000,476.000000,1094.000000,829.000000,3004.500000,0.000000,0.000000
7.000000,2.000000,0.000000,1.000000,0.000000,0.000000,789.000000,216.000000,826.000000,329.000000,1596.500000,488.500000,2683.500000,0.000000,0.000000
7.000000,3.000000,0.000000,1.000000,0.000000,0.000000,651.000000,28.000000,774.000000,168.000000,1363.500000,126.000000,7477.000000,0.000000,0.000000
8.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1183.000000,402.000000,1236.000000,578.000000,2392.500000,892.000000,5450.500000,0.000000,0.000000
8.000000,1.000000,0.000000,1.000000,0.000000,0.000000,506.000000,402.000000,627.000000,481.000000,1072.500000,843.500000,3073.500000,0.000000,0.000000
8.000000,2.000000,0.000000,1.000000,0.000000,0.000000,788.000000,215.000000,826.000000,327.000000,1595.000000,486.000000,2677.000000,0.000000,0.000000
8.000000,3.000000,0.000000,1.000000,0.000000,0.000000,639.000000,32.000000,771.000000,172.000000,1344.000000,134.000000,7456.500000,0.000000,0.000000
9.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1183.000000,409.000000,1236.000000,583.000000,2392.500000,905.000000,5256.000000,0.000000,0.000000
9.000000,1.000000,0.000000,1.000000,0.000000,0.000000,497.000000,408.000000,620.000000,485.000000,1055.500000,854.500000,3019.500000,0.000000,0.000000
9.000000,2.000000,0.000000,1.000000,0.000000,0.000000,788.000000,211.000000,826.000000,324.000000,1595.000000,478.500000,2667.000000,0.000000,0.000000
9.000000,3.000000,0.000000,1.000000,0.000000,0.000000,637.000000,35.000000,770.000000,173.000000,1340.500000,139.000000,7465.000000,0.000000,0.000000
10.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1182.000000,415.000000,1236.000000,589.000000,2391.000000,917.000000,5248.000000,0.000000,0.000000
10.000000,1.000000,0.000000,1.000000,0.000000,0.000000,487.000000,414.000000,611.000000,487.000000,1036.000000,864.500000,2981.000000,0.000000,0.000000
10.000000,2.000000,0.000000,1.000000,0.000000,0.000000,788.000000,209.000000,826.000000,321.000000,1595.000000,474.000000,2634.000000,0.000000,0.000000
10.000000,3.000000,0.000000,1.000000,0.000000,0.000000,643.000000,39.000000,768.000000,175.000000,1348.500000,146.000000,7440.000000,0.000000,0.000000
11.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1181.000000,421.000000,1235.000000,594.000000,2389.000000,928.500000,5428.000000,0.000000,0.000000
11.000000,1.000000,0.000000,1.000000,0.000000,0.000000,477.000000,419.000000,604.000000,493.000000,1017.500000,875.000000,3061.000000,0.000000,0.000000
11.000000,2.000000,0.000000,1.000000,0.000000,0.000000,789.000000,208.000000,827.000000,318.000000,1597.000000,471.000000,2533.500000,0.000000,0.000000
11.000000,3.000000,0.000000,1.000000,0.000000,0.000000,639.000000,33.000000,767.000000,177.000000,1342.000000,138.000000,7451.000000,0.000000,0.000000
12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1181.000000,425.000000,1234.000000,599.000000,2388.500000,937.000000,5520.500000,0.000000,0.000000
12.000000,1.000000,0.000000,1.000000,0.000000,0.000000,469.000000,424.000000,594.000000,495.000000,1000.500000,883.500000,3026.500000,0.000000,0.000000
12.000000,2.000000,0.000000,1.000000,0.000000,0.000000,791.000000,208.000000,828.000000,315.000000,1600.500000,469.500000,2466.000000,0.000000,0.000000
12.000000,3.000000,0.000000,1.000000,0.000000,0.000000,636.000000,46.000000,766.000000,179.000000,1337.000000,158.500000,7379.000000,0.000000,0.000000
13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1180.000000,429.000000,1234.000000,603.000000,2387.000000,945.000000,5497.500000,0.000000,0.000000
13.000000,1.000000,0.000000,1.000000,0.000000,0.000000,454.000000,429.000000,585.000000,499.000000,973.500000,893.000000,3109.500000,0.000000,0.000000
13.000000,2.000000,0.000000,1.000000,0.000000,0.000000,793.000000,209.000000,829.000000,313.000000,1604.000000,470.000000,2405.500000,0.000000,0.000000
13.000000,3.000000,0.000000,1.000000,0.000000,0.000000,632.000000,51.000000,764.000000,181.000000,1330.000000,167.000000,7388.500000,0.000000,0.000000
14.000000,1.000000,0.000000,1.000000,0.000000,0.000000,448.000000,436.000000,578.000000,499.000000,961.000000,903.500000,3074.000000,0.000000,0.000000
14.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1181.000000,433.000000,1234.000000,608.000000,2388.500000,953.500000,5423.500000,0.000000,0.000000
14.000000,2.000000,0.000000,1.000000,0.000000,0.000000,793.000000,204.000000,830.000000,311.000000,1604.500000,461.500000,2416.500000,0.000000,0.000000
14.000000,3.000000,0.000000,1.000000,0.000000,0.000000,629.000000,54.000000,759.000000,181.000000,1323.000000,171.500000,7334.000000,0.000000,0.000000
15.000000,1.000000,0.000000,1.000000,0.000000,0.000000,438.000000,443.000000,567.000000,506.000000,940.500000,917.500000,3061.500000,0.000000,0.000000
15.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1180.000000,440.000000,1234.000000,613.000000,2387.000000,966.500000,5273.000000,0.000000,0.000000
15.000000,2.000000,0.000000,1.000000,0.000000,0.000000,792.000000,202.000000,830.000000,308.000000,1603.000000,457.000000,2392.500000,0.000000,0.000000
15.000000,3.000000,0.000000,1.000000,0.000000,0.000000,625.000000,58.000000,757.000000,182.000000,1316.000000,178.000000,7306.000000,0.000000,0.000000
16.000000,1.000000,0.000000,1.000000,0.000000,0.000000,430.000000,448.000000,561.000000,508.000000,925.500000,926.000000,3027.000000,0.000000,0.000000
16.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1178.000000,446.000000,1232.000000,617.000000,2383.000000,977.500000,5133.000000,0.000000,0.000000
16.000000,2.000000,0.000000,1.000000,0.000000,0.000000,792.000000,200.000000,831.000000,304.000000,1603.500000,452.000000,2341.500000,0.000000,0.000000
16.000000,3.000000,0.000000,1.000000,0.000000,0.000000,621.000000,61.000000,756.000000,181.000000,1309.500000,182.000000,7266.000000,0.000000,0.000000
17.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1173.000000,451.000000,1232.000000,621.000000,2375.500000,987.000000,5198.000000,0.000000,0.000000
17.000000,1.000000,0.000000,1.000000,0.000000,0.000000,422.000000,451.000000,548.000000,508.000000,907.000000,930.500000,2962.500000,0.000000,0.000000
17.000000,2.000000,0.000000,1.000000,0.000000,0.000000,791.000000,196.000000,830.000000,302.000000,1601.500000,445.000000,2389.500000,0.000000,0.000000
