# FRAME,TRACK_ID,MATCH_STATUS,ASSIGNED,TRACK_DISTANCE,DELTA_AREA,X0,Y0,X1,Y1,XC,YC,AREA,SPEED,ASPECT_RATIO
17.000000,3.000000,0.000000,1.000000,0.000000,0.000000,617.000000,65.000000,754.000000,182.000000,1302.500000,188.500000,7231.000000,0.000000,0.000000
18.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1170.000000,457.000000,1231.000000,627.000000,2370.500000,999.000000,5241.500000,0.000000,0.000000
18.000000,1.000000,0.000000,1.000000,0.000000,0.000000,413.000000,456.000000,542.000000,508.000000,890.500000,938.000000,2954.500000,0.000000,0.000000
18.000000,2.000000,0.000000,1.000000,0.000000,0.000000,791.000000,187.000000,834.000000,300.000000,1603.500000,430.500000,2439.000000,0.000000,0.000000
18.000000,3.000000,0.000000,1.000000,0.000000,0.000000,613.000000,69.000000,753.000000,190.000000,1296.000000,198.500000,7211.500000,0.000000,0.000000
19.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1163.000000,462.000000,1229.000000,634.000000,2359.000000,1010.000000,5218.000000,0.000000,0.000000
19.000000,1.000000,0.000000,1.000000,0.000000,0.000000,404.000000,460.000000,541.000000,508.000000,876.500000,944.000000,3099.500000,0.000000,0.000000
19.000000,2.000000,0.000000,1.000000,0.000000,0.000000,792.000000,184.000000,836.000000,297.000000,1606.000000,424.500000,2460.500000,0.000000,0.000000
19.000000,3.000000,0.000000,1.000000,0.000000,0.000000,610.000000,73.000000,751.000000,192.000000,1290.500000,205.500000,7275.500000,0.000000,0.000000
20.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1161.000000,471.000000,1228.000000,639.000000,2355.500000,1026.000000,5252.500000,0.000000,0.000000
20.000000,1.000000,0.000000,1.000000,0.000000,0.000000,392.000000,464.000000,526.000000,509.000000,851.000000,950.500000,3008.000000,0.000000,0.000000
20.000000,2.000000,0.000000,1.000000,0.000000,0.000000,792.000000,183.000000,838.000000,295.000000,1607.000000,422.000000,2450.500000,0.000000,0.000000
20.000000,3.000000,0.000000,1.000000,0.000000,0.000000,607.000000,77.000000,749.000000,196.000000,1285.000000,213.500000,7260.000000,0.000000,0.000000
21.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1162.000000,476.000000,1228.000000,644.000000,2357.000000,1036.000000,5142.500000,0.000000,0.000000
21.000000,1.000000,0.000000,1.000000,0.000000,0.000000,384.000000,469.000000,519.000000,510.000000,835.500000,958.500000,3050.000000,0.000000,0.000000
21.000000,2.000000,0.000000,1.000000,0.000000,0.000000,793.000000,215.000000,836.000000,293.000000,1607.500000,469.000000,1994.500000,0.000000,0.000000
21.000000,3.000000,0.000000,1.000000,0.000000,0.000000,603.000000,80.000000,747.000000,197.000000,1278.000000,218.500000,7323.000000,0.000000,0.000000
22.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1160.000000,475.000000,1229.000000,648.000000,2354.500000,1036.500000,5297.500000,0.000000,0.000000
22.000000,1.000000,0.000000,1.000000,0.000000,0.000000,373.000000,471.000000,510.000000,511.000000,814.500000,962.000000,3114.000000,0.000000,0.000000
22.000000,2.000000,0.000000,1.000000,0.000000,0.000000,793.000000,214.000000,838.000000,292.000000,1608.500000,467.000000,2021.500000,0.000000,0.000000
22.000000,3.000000,0.000000,1.000000,0.000000,0.000000,599.000000,76.000000,745.000000,199.000000,1271.000000,213.500000,7357.500000,0.000000,0.000000
23.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1152.000000,483.000000,1229.000000,653.000000,2342.500000,1051.000000,5456.500000,0.000000,0.000000
23.000000,1.000000,0.000000,1.000000,0.000000,0.000000,364.000000,473.000000,502.000000,511.000000,797.000000,965.000000,3133.000000,0.000000,0.000000
23.000000,2.000000,0.000000,1.000000,0.000000,0.000000,793.000000,213.000000,837.000000,288.000000,1608.000000,463.500000,1884.500000,0.000000,0.000000
23.000000,3.000000,0.000000,1.000000,0.000000,0.000000,595.000000,88.000000,742.000000,201.000000,1263.500000,232.500000,7282.500000,0.000000,0.000000
24.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1154.000000,493.000000,1226.000000,657.000000,2344.000000,1068.000000,5189.500000,0.000000,0.000000
24.000000,1.000000,0.000000,1.000000,0.000000,0.000000,356.000000,475.000000,492.000000,511.000000,780.000000,968.000000,3096.500000,0.000000,0.000000
24.000000,2.000000,0.000000,1.000000,0.000000,0.000000,794.000000,211.000000,837.000000,286.000000,1609.500000,459.500000,1810.500000,0.000000,0.000000
24.000000,3.000000,0.000000,1.000000,0.000000,0.000000,590.000000,93.000000,738.000000,204.000000,1254.000000,241.500000,7261.500000,0.000000,0.000000
25.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1152.000000,494.000000,1224.000000,661.000000,2340.000000,1071.500000,5231.000000,0.000000,0.000000
25.000000,1.000000,0.000000,1.000000,0.000000,0.000000,346.000000,476.000000,483.000000,512.000000,760.500000,970.000000,3126.000000,0.000000,0.000000
25.000000,2.000000,0.000000,1.000000,0.000000,0.000000,794.000000,173.000000,846.000000,282.000000,1614.000000,400.500000,2487.000000,0.000000,0.000000
25.000000,3.000000,0.000000,1.000000,0.000000,0.000000,587.000000,91.000000,734.000000,205.000000,1247.500000,239.000000,7306.500000,0.000000,0.000000
26.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1143.000000,499.000000,1224.000000,665.000000,2326.500000,1081.000000,5416.000000,0.000000,0.000000
26.000000,1.000000,0.000000,1.000000,0.000000,0.000000,335.000000,478.000000,471.000000,511.000000,738.000000,972.500000,3019.000000,0.000000,0.000000
26.000000,2.000000,0.000000,1.000000,0.000000,0.000000,794.000000,169.000000,848.000000,279.000000,1615.000000,393.000000,2284.000000,0.000000,0.000000
26.000000,3.000000,0.000000,1.000000,0.000000,0.000000,582.000000,95.000000,733.000000,208.000000,1239.500000,246.500000,7433.000000,0.000000,0.000000
27.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1142.000000,505.000000,1223.000000,669.000000,2324.500000,1092.000000,5373.000000,0.000000,0.000000
27.000000,1.000000,0.000000,1.000000,0.000000,0.000000,332.000000,477.000000,464.000000,511.000000,730.000000,971.000000,3081.000000,0.000000,0.000000
27.000000,2.000000,0.000000,1.000000,0.000000,0.000000,795.000000,168.000000,849.000000,276.000000,1617.000000,390.000000,2539.500000,0.000000,0.000000
27.000000,3.000000,0.000000,1.000000,0.000000,0.000000,576.000000,101.000000,731.000000,211.000000,1229.500000,257.000000,7440.000000,0.000000,0.000000
28.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1139.000000,509.000000,1221.000000,674.000000,2319.000000,1100.500000,5322.500000,0.000000,0.000000
28.000000,1.000000,0.000000,1.000000,0.000000,0.000000,330.000000,477.000000,453.000000,511.000000,721.500000,971.000000,3026.500000,0.000000,0.000000
28.000000,2.000000,0.000000,1.000000,0.000000,0.000000,796.000000,166.000000,851.000000,272.000000,1619.500000,385.000000,2599.500000,0.000000,0.000000
28.000000,3.000000,0.000000,1.000000,0.000000,0.000000,572.000000,105.000000,727.000000,212.000000,1221.500000,263.500000,7375.000000,0.000000,0.000000
29.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1140.000000,514.000000,1219.000000,678.000000,2319.500000,1110.000000,5265.500000,0.000000,0.000000
29.000000,1.000000,0.000000,1.000000,0.000000,0.000000,307.000000,475.000000,449.000000,511.000000,685.000000,968.000000,3161.500000,0.000000,0.000000
29.000000,2.000000,0.000000,1.000000,0.000000,0.000000,797.000000,164.000000,853.000000,270.000000,1622.000000,381.000000,2676.000000,0.000000,0.000000
29.000000,3.000000,0.000000,1.000000,0.000000,0.000000,566.000000,110.000000,723.000000,213.000000,1210.500000,271.500000,7407.500000,0.000000,0.000000
30.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1135.000000,520.000000,1218.000000,683.000000,2311.500000,1121.500000,5199.000000,0.000000,0.000000
30.000000,1.000000,0.000000,1.000000,0.000000,0.000000,298.000000,472.000000,440.000000,512.000000,667.000000,964.000000,3184.000000,0.000000,0.000000
30.000000,2.000000,0.000000,1.000000,0.000000,0.000000,798.000000,161.000000,854.000000,268.000000,1624.000000,375.500000,2705.500000,0.000000,0.000000
30.000000,3.000000,0.000000,1.000000,0.000000,0.000000,565.000000,118.000000,723.000000,214.000000,1209.000000,284.000000,7459.000000,0.000000,0.000000
31.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1129.000000,524.000000,1215.000000,688.000000,2301.000000,1130.000000,5383.500000,0.000000,0.000000
31.000000,1.000000,0.000000,1.000000,0.000000,0.000000,288.000000,470.000000,422.000000,512.000000,643.000000,961.000000,3040.000000,0.000000,0.000000
31.000000,2.000000,0.000000,1.000000,0.000000,0.000000,799.000000,159.000000,856.000000,266.000000,1626.500000,371.500000,2683.000000,0.000000,0.000000
31.000000,3.000000,0.000000,1.000000,0.000000,0.000000,560.000000,121.000000,721.000000,216.000000,1200.500000,289.500000,7368.000000,0.000000,0.000000
32.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1132.000000,530.000000,1212.000000,693.000000,2304.000000,1141.500000,5236.000000,0.000000,0.000000
32.000000,1.000000,0.000000,1.000000,0.000000,0.000000,279.000000,467.000000,411.000000,512.000000,624.000000,956.500000,3043.000000,0.000000,0.000000
32.000000,2.000000,0.000000,1.000000,0.000000,0.000000,799.000000,157.000000,857.000000,262.000000,1627.000000,366.500000,2690.000000,0.000000,0.000000
32.000000,3.000000,0.000000,1.000000,0.000000,0.000000,563.000000,123.000000,711.000000,216.000000,1200.000000,292.500000,7348.000000,0.000000,0.000000
33.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1124.000000,534.000000,1210.000000,698.000000,2291.000000,1150.000000,5397.500000,0.000000,0.000000
33.000000,1.000000,0.000000,1.000000,0.000000,0.000000,270.000000,463.000000,405.000000,511.000000,607.500000,950.000000,3102.500000,0.000000,0.000000
33.000000,2.000000,0.000000,1.000000,0.000000,0.000000,798.000000,157.000000,858.000000,260.000000,1626.000000,365.500000,2675.500000,0.000000,0.000000
33.000000,3.000000,0.000000,1.000000,0.000000,0.000000,567.000000,127.000000,705.000000,216.000000,1203.000000,298.500000,7203.500000,0.000000,0.000000
34.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1121.000000,539.000000,1208.000000,703.000000,2285.500000,1160.000000,5498.500000,0.000000,0.000000
34.000000,1.000000,0.000000,1.000000,0.000000,0.000000,261.000000,460.000000,395.000000,511.000000,589.000000,945.500000,3190.000000,0.000000,0.000000
34.000000,2.000000,0.000000,1.000000,0.000000,0.000000,798.000000,155.000000,860.000000,259.000000,1627.000000,362.000000,2682.000000,0.000000,0.000000
34.000000,3.000000,0.000000,1.000000,0.000000,0.000000,561.000000,130.000000,702.000000,217.000000,1192.500000,303.500000,7097.500000,0.000000,0.000000
35.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1119.000000,546.000000,1205.000000,707.000000,2281.000000,1172.500000,5422.500000,0.000000,0.000000
35.000000,1.000000,0.000000,1.000000,0.000000,0.000000,253.000000,454.000000,384.000000,511.000000,571.500000,936.500000,3165.500000,0.000000,0.000000
35.000000,2.000000,0.000000,1.000000,0.000000,0.000000,797.000000,155.000000,863.000000,259.000000,1627.000000,362.000000,2639.500000,0.000000,0.000000
35.000000,3.000000,0.000000,1.000000,0.000000,0.000000,558.000000,132.000000,699.000000,221.000000,1186.500000,308.500000,7090.000000,0.000000,0.000000
36.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1120.000000,552.000000,1203.000000,712.000000,2281.500000,1184.000000,5264.500000,0.000000,0.000000
36.000000,1.000000,0.000000,1.000000,0.000000,0.000000,247.000000,449.000000,375.000000,510.000000,558.000000,928.500000,3130.500000,0.000000,0.000000
36.000000,2.000000,0.000000,1.000000,0.000000,0.000000,798.000000,158.000000,867.000000,258.000000,1630.500000,366.000000,2627.000000,0.000000,0.000000
36.000000,3.000000,0.000000,1.000000,0.000000,0.000000,541.000000,134.000000,697.000000,221.000000,1160.000000,311.500000,7206.000000,0.000000,0.000000
37.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1117.000000,558.000000,1202.000000,717.000000,2276.500000,1195.500000,5227.000000,0.000000,0.000000
37.000000,1.000000,0.000000,1.000000,0.000000,0.000000,240.000000,444.000000,365.000000,509.000000,542.500000,920.500000,3136.000000,0.000000,0.000000
37.000000,2.000000,0.000000,1.000000,0.000000,0.000000,798.000000,158.000000,870.000000,257.000000,1632.000000,365.500000,2657.000000,0.000000,0.000000
37.000000,3.000000,0.000000,1.000000,0.000000,0.000000,538.000000,135.000000,694.000000,222.000000,1154.000000,313.500000,7171.000000,0.000000,0.000000
38.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1108.000000,565.000000,1201.000000,722.000000,2262.500000,1208.500000,5458.000000,0.000000,0.000000
38.000000,1.000000,0.000000,1.000000,0.000000,0.000000,231.000000,440.000000,356.000000,504.000000,524.500000,912.000000,3119.000000,0.000000,0.000000
38.000000,2.000000,0.000000,1.000000,0.000000,0.000000,797.000000,161.000000,870.000000,259.000000,1630.500000,371.000000,2656.500000,0.000000,0.000000
38.000000,3.000000,0.000000,1.000000,0.000000,0.000000,534.000000,138.000000,691.000000,222.000000,1146.500000,318.000000,7136.000000,0.000000,0.000000
39.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1106.000000,571.000000,1199.000000,728.000000,2258.500000,1220.500000,5329.500000,0.000000,0.000000
39.000000,1.000000,0.000000,1.000000,0.000000,0.000000,226.000000,433.000000,350.000000,499.000000,514.000000,899.000000,3143.500000,0.000000,0.000000
39.000000,2.000000,0.000000,1.000000,0.000000,0.000000,797.000000,162.000000,871.000000,257.000000,1631.000000,371.500000,2639.500000,0.000000,0.000000
39.000000,3.000000,0.000000,1.000000,0.000000,0.000000,530.000000,140.000000,688.000000,222.000000,1139.000000,321.000000,7117.000000,0.000000,0.000000
40.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1101.000000,580.000000,1197.000000,734.000000,2250.000000,1237.000000,5314.500000,0.000000,0.000000
40.000000,1.000000,0.000000,1.000000,0.000000,0.000000,223.000000,427.000000,346.000000,497.000000,507.500000,889.000000,3191.000000,0.000000,0.000000
40.000000,2.000000,0.000000,1.000000,0.000000,0.000000,796.000000,164.000000,872.000000,257.000000,1630.000000,374.500000,2616.000000,0.000000,0.000000
40.000000,3.000000,0.000000,1.000000,0.000000,0.000000,527.000000,141.000000,688.000000,224.000000,1134.500000,323.500000,7111.000000,0.000000,0.000000
41.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1098.000000,586.000000,1195.000000,739.000000,2244.500000,1248.500000,5204.000000,0.000000,0.000000
41.000000,1.000000,0.000000,1.000000,0.000000,0.000000,220.000000,426.000000,331.000000,498.000000,495.500000,888.000000,3025.500000,0.000000,0.000000
41.000000,2.000000,0.000000,1.000000,0.000000,0.000000,795.000000,166.000000,875.000000,258.000000,1630.000000,378.000000,2500.500000,0.000000,0.000000
41.000000,3.000000,0.000000,1.000000,0.000000,0.000000,522.000000,142.000000,681.000000,225.000000,1123.500000,325.500000,7143.500000,0.000000,0.000000
42.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1092.000000,591.000000,1194.000000,744.000000,2235.000000,1258.500000,5299.000000,0.000000,0.000000
42.000000,1.000000,0.000000,1.000000,0.000000,0.000000,218.000000,422.000000,324.000000,498.000000,489.000000,882.000000,3075.000000,0.000000,0.000000
42.000000,2.000000,0.000000,1.000000,0.000000,0.000000,794.000000,168.000000,878.000000,259.000000,1630.000000,381.500000,2401.500000,0.000000,0.000000
42.000000,3.000000,0.000000,1.000000,0.000000,0.000000,537.000000,144.000000,678.000000,227.000000,1144.500000,329.500000,7018.000000,0.000000,0.000000
43.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1085.000000,597.000000,1192.000000,750.000000,2223.500000,1270.500000,5466.500000,0.000000,0.000000
43.000000,1.000000,0.000000,1.000000,0.000000,0.000000,216.000000,420.000000,316.000000,494.000000,482.000000,877.000000,2948.500000,0.000000,0.000000
43.000000,2.000000,0.000000,1.000000,0.000000,0.000000,794.000000,171.000000,881.000000,260.000000,1631.500000,386.500000,2402.000000,0.000000,0.000000
43.000000,3.000000,0.000000,1.000000,0.000000,0.000000,520.000000,145.000000,674.000000,228.000000,1117.000000,331.500000,7124.000000,0.000000,0.000000
44.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1082.000000,604.000000,1189.000000,754.000000,2217.500000,1283.000000,5233.500000,0.000000,0.000000
44.000000,1.000000,0.000000,1.000000,0.000000,0.000000,215.000000,417.000000,308.000000,490.000000,476.500000,870.500000,2820.000000,0.000000,0.000000
44.000000,2.000000,0.000000,1.000000,0.000000,0.000000,794.000000,173.000000,885.000000,261.000000,1633.500000,390.000000,2430.000000,0.000000,0.000000
44.000000,3.000000,0.000000,1.000000,0.000000,0.000000,512.000000,146.000000,672.000000,241.000000,1104.000000,339.500000,7212.500000,0.000000,0.000000
45.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1081.000000,611.000000,1184.000000,760.000000,2213.500000,1296.500000,5227.500000,0.000000,0.000000
45.000000,1.000000,0.000000,1.000000,0.000000,0.000000,213.000000,412.000000,300.000000,486.000000,469.500000,861.000000,2695.500000,0.000000,0.000000
